country_code,site_name,site_id,nearest_airport_km,nearest_airport_name,nearest_airport_type,flight_path_distance_km,airport_count,hi01_quality,hi01_comment,nearest_seveso_km,nearest_industrial_km,hi02_quality,hi02_comment,nearest_toxic_source_km,hi03_quality,hi03_comment,nearest_flammable_storage_km,nearest_pipeline_km,hi04_quality,hi04_comment,hazmat_route_distance_km,hi05_quality,hi05_comment,nearest_military_km,nearest_military_name,military_count,hi06_quality,hi06_comment,nearest_transmitter_km,transmitter_type,transmitter_count,hi07_quality,hi07_comment,nearest_nuclear_km,nearest_nuclear_name,hi08_quality,hi08_comment,fetched_at,run_id,source_db,merge_run_id
PL,Opole power station,1d19dce6-c458-4656-901d-6a8d3c548761,14.95,Opole-Polska Nowa Wieś Airfield,small_airport,7.48,3,high,Nearest: Opole-Polska Nowa Wieś Airfield (small_airport) at 15.0 km; Nearest large: 80.3 km; Within 30 km: 3; Source: OurAirports; quality: high,,13.75,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,13.75,high,Nearest toxic release source: Site nr 4559 at 13.8 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,6.66,,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.71,mast,118,medium,"Nearest transmitter: mast, 0.7 km. Total within 25 km: 118. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 00:12:36.666723+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Ostrołęka power station,b8bc6544-1571-4906-95e0-314d62c78a24,31.64,Grądy Airfield,small_airport,15.82,0,high,Nearest: Grądy Airfield (small_airport) at 31.6 km; Nearest large: 97.2 km; Nearest medium: 61.5 km; Within 30 km: 0; Source: OurAirports; quality: high,,7.97,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,7.97,high,Nearest toxic release source: Site nr 3605 at 8.0 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,1.44,Jednostka wojskowa w Ostrołęce,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.7,mast,0,not_found,No transmitters/masts found within 25 km. Source: OSM Overpass [FIX-04 transmitter],,,,,2026-04-18 00:15:28.431705+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Patnow power station,ab57f5c3-8699-46f9-970f-3007dfc58af4,5.31,Kazimierz Biskupi Airfield,small_airport,2.66,2,high,Nearest: Kazimierz Biskupi Airfield (small_airport) at 5.3 km; Nearest medium: 27.5 km; Within 30 km: 2; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,8.71,,12,medium,"Nearest military: unnamed (military), 8.7 km [A5]. Total features within 25 km: 12. Source: OSM Overpass [FIX-04 military]",0.39,mast,121,medium,"Nearest transmitter: mast, 0.4 km. Total within 25 km: 121. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 00:23:05.053627+00:00,fix04_20260417_183150,api,merge_phase2_20260421
PL,Piast Ruch Power Station,8a9d5c87-7edc-49c3-85a2-d97727b9c9b2,3.73,Bojszowy Airstrip,small_airport,1.86,7,high,"Nearest: Bojszowy Airstrip (small_airport) at 3.7 km; Nearest large: 49.6 km; Nearest medium: 93.8 km; Within 30 km: 7; Violations: A1, A3; Source: OurAirports; quality: high",,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,6.6,,85,medium,"Nearest military: unnamed (bunker), 6.6 km [A6]. Total features within 25 km: 85. Source: OSM Overpass [FIX-04 military]",1.97,mast,281,medium,"Nearest transmitter: mast, 2.0 km. Total within 25 km: 281. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:40:00.419881+00:00,fix04_20260418_071244,api,merge_phase2_20260421
PL,Polaniec power station,2981a12d-3444-4301-96ba-a63ef50bec3e,8.02,Górki Airfield,small_airport,4.01,3,high,Nearest: Górki Airfield (small_airport) at 8.0 km; Nearest large: 60.9 km; Within 30 km: 3; Source: OurAirports; quality: high,,23.04,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,23.04,high,Nearest toxic release source: Site nr 5078 at 23.0 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,22.76,34 Batalion Lekkiej Piechoty w Tarnobrzegu,3,medium,"Nearest military: 34 Batalion Lekkiej Piechoty w Tarnobrzegu (military), 22.8 km [A5]. Total features within 25 km: 3. Source: OSM Overpass [FIX-04 military]",0.45,lighting,101,medium,"Nearest transmitter: lighting, 0.4 km. Total within 25 km: 101. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 00:19:01.064366+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Pólnoc power station,b24f9ac5-5ddf-4b19-ba95-76dafeca3d2c,14.72,Linowiec Airfield,small_airport,7.36,5,high,Nearest: Linowiec Airfield (small_airport) at 14.7 km; Nearest large: 48.8 km; Nearest medium: 28.6 km; Within 30 km: 5; Source: OurAirports; quality: high,,18.51,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,18.51,high,Nearest toxic release source: Site nr 1368 at 18.5 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,7.81,Bateria artyleryjska Mały Barv,7,medium,"Nearest military: Bateria artyleryjska Mały Barv (bunker), 7.8 km [A6]. Total features within 25 km: 7. Source: OSM Overpass [FIX-04 military]",0.56,communication,111,medium,"Nearest transmitter: communication, 0.6 km. Total within 25 km: 111. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:41:42.125616+00:00,fix04_20260418_071244,api,merge_phase2_20260421
PL,Pomorzany power station,e2c23866-db1e-4316-82b5-7e3fe50c3c09,6.7,Szczecin Hospital Heliport,heliport,3.58,3,high,Nearest: Szczecin Hospital Heliport (heliport) at 6.7 km; Nearest large: 33.0 km; Nearest medium: 59.5 km; Within 30 km: 3; Source: OurAirports; quality: high,,5.58,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,5.58,high,Nearest toxic release source: Site nr 4303 at 5.6 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,3.39,15 Wojskowy Oddział Gospodarczy,65,high,"Nearest military: 15 Wojskowy Oddział Gospodarczy (military), 3.4 km [A5]. Total features within 25 km: 65. Source: OSM Overpass [FIX-04 military]",0.21,mast,357,medium,"Nearest transmitter: mast, 0.2 km. Total within 25 km: 357. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:42:34.708920+00:00,fix04_20260418_071244,api,merge_phase2_20260421
PL,Poznan Karolin power station,40b4334a-7ba4-4ed8-aa8e-3c405599fbd7,3.76,Poznań-Kobylnica Airfield,small_airport,1.88,11,high,"Nearest: Poznań-Kobylnica Airfield (small_airport) at 3.8 km; Nearest large: 11.3 km; Nearest medium: 11.7 km; Within 30 km: 11; Violations: A1, A3, A4; Source: OurAirports; quality: high",,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,0.7,Schron piechoty J1 IV,44,high,"Nearest military: Schron piechoty J1 IV (bunker), 0.7 km [A6]. Total features within 25 km: 44. Source: OSM Overpass [FIX-04 military]",0.24,mast,540,medium,"Nearest transmitter: mast, 0.2 km. Total within 25 km: 540. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 00:23:26.142864+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Puchaczow power station,dadadad9-b67e-44b8-a9ab-4cbf116da20b,7.06,Lotnisko Nadrybie,small_airport,3.53,3,high,Nearest: Lotnisko Nadrybie (small_airport) at 7.1 km; Nearest large: 18.8 km; Nearest medium: 79.5 km; Within 30 km: 3; Source: OurAirports; quality: high,,22.65,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,22.65,high,Nearest toxic release source: Site nr 3828 at 22.7 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,5.78,Skład Materiałów Wybuchowych,7,medium,"Nearest military: Skład Materiałów Wybuchowych (military), 5.8 km [A5]. Total features within 25 km: 7. Source: OSM Overpass [FIX-04 military]",6.23,lighting,74,medium,"Nearest transmitter: lighting, 6.2 km. Total within 25 km: 74. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 00:24:41.045379+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Pulawy power station (Grupa Azoty),cdc888ad-fd51-4710-a5ab-3cd0fe9ddb48,15.89,Deblin Military Air Base,medium_airport,7.94,2,high,Nearest: Deblin Military Air Base (medium_airport) at 15.9 km; Nearest large: 55.3 km; Nearest medium: 15.9 km; Within 30 km: 2; Source: OurAirports; quality: high,,17.03,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,17.03,high,Nearest toxic release source: Site nr 4268 at 17.0 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,0.17,,27,high,"Nearest military: unnamed (military), 0.2 km [A5]. Total features within 25 km: 27. Source: OSM Overpass [FIX-04 military]",0.45,monitoring,88,medium,"Nearest transmitter: monitoring, 0.5 km. Total within 25 km: 88. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 00:26:29.718920+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Pulawy power station (Vattenfall),a19228ce-f25a-4ffd-a249-9d01403e6b81,15.89,Deblin Military Air Base,medium_airport,7.94,2,high,Nearest: Deblin Military Air Base (medium_airport) at 15.9 km; Nearest large: 55.3 km; Nearest medium: 15.9 km; Within 30 km: 2; Source: OurAirports; quality: high,,17.03,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,17.03,high,Nearest toxic release source: Site nr 4268 at 17.0 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,0.17,,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.45,monitoring,88,medium,"Nearest transmitter: monitoring, 0.5 km. Total within 25 km: 88. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 00:28:37.245548+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Pulawy ZAP Works power station,ee332928-87b2-4e7b-9203-20e402bc551f,11.86,Deblin Military Air Base,medium_airport,5.93,2,high,Nearest: Deblin Military Air Base (medium_airport) at 11.9 km; Nearest large: 56.8 km; Nearest medium: 11.9 km; Within 30 km: 2; Source: OurAirports; quality: high,,16.85,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,16.85,high,Nearest toxic release source: Site nr 4268 at 16.8 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,3.61,,28,high,"Nearest military: unnamed (bunker), 3.6 km [A6]. Total features within 25 km: 28. Source: OSM Overpass [FIX-04 military]",1.29,communication,88,medium,"Nearest transmitter: communication, 1.3 km. Total within 25 km: 88. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 00:31:24.173819+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Rybnik power station,b8a00967-90a3-4a4e-9979-6b8651d87380,10.34,Rybnik-Gotartowice Glider Field,small_airport,5.17,5,high,Nearest: Rybnik-Gotartowice Glider Field (small_airport) at 10.3 km; Nearest large: 55.0 km; Within 30 km: 5; Source: OurAirports; quality: high,,15.58,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,15.58,high,Nearest toxic release source: Site nr 2251 at 15.6 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,4.04,Strzelnica Bractwa Kurkowego,0,not_found,No military features found within 25 km. Source: OSM Overpass [FIX-04 military],0.99,tower,267,medium,"Nearest transmitter: tower, 1.0 km. Total within 25 km: 267. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 00:34:24.432238+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Siechnice power station,a7eeee6e-e14a-40ba-80b6-75ed2e170b20,4.0,Święta Katarzyna Airstrip,small_airport,2.0,6,high,Nearest: Święta Katarzyna Airstrip (small_airport) at 4.0 km; Nearest large: 20.2 km; Within 30 km: 6; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,9.11,schron dawnego loniska polowego w Stanowicach,65,medium,"Nearest military: schron dawnego loniska polowego w Stanowicach (bunker), 9.1 km [A6]. Total features within 25 km: 65. Source: OSM Overpass [FIX-04 military]",0.19,mast,296,medium,"Nearest transmitter: mast, 0.2 km. Total within 25 km: 296. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 00:43:45.751501+00:00,fix04_20260417_183150,api,merge_phase2_20260421
PL,Siekierki power station,a67255dd-8134-418e-9377-e28516c53722,8.61,Warsaw Chopin Airport,large_airport,4.31,11,high,Nearest: Warsaw Chopin Airport (large_airport) at 8.6 km; Nearest large: 8.6 km; Nearest medium: 38.8 km; Within 30 km: 11; Violations: A4; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,2.87,JW 3561,179,high,"Nearest military: JW 3561 (military), 2.9 km [A5]. Total features within 25 km: 179. Source: OSM Overpass [FIX-04 military]",0.41,mast,528,medium,"Nearest transmitter: mast, 0.4 km. Total within 25 km: 528. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:43:41.930444+00:00,fix04_20260418_071244,api,merge_phase2_20260421
PL,Siersza power station,47be3ec4-7abe-4f4c-ac3d-b7f753b8514a,18.63,Niegowoniczki Airfield,small_airport,9.32,3,high,Nearest: Niegowoniczki Airfield (small_airport) at 18.6 km; Nearest large: 27.3 km; Within 30 km: 3; Source: OurAirports; quality: high,6.24,6.24,high,Nearest chemical/petrochemical: Site nr 4173 at 6.2 km; (SEVESO upper tier); Within 5 km: 0; Within 10 km: 2; Source: EEA E-PRTR; quality: high,8.78,high,Nearest toxic release source: Site nr 4191 at 8.8 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,6.24,,high,Nearest flammable storage: Site nr 4173 at 6.2 km; Within 2 km: 0; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,,5.46,,174,medium,"Nearest military: unnamed (bunker), 5.5 km [A6]. Total features within 25 km: 174. Source: OSM Overpass [FIX-04 military]",2.84,communication,310,medium,"Nearest transmitter: communication, 2.8 km. Total within 25 km: 310. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:44:07.938739+00:00,fix04_20260418_071244,api,merge_phase2_20260421
PL,Skawina power station,f5be4e73-938d-4fe2-b585-5090ec780670,11.24,Kraków John Paul II International Airport,large_airport,5.62,6,high,Nearest: Kraków John Paul II International Airport (large_airport) at 11.2 km; Nearest large: 11.2 km; Within 30 km: 6; Violations: A4; Source: OurAirports; quality: high,,18.21,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,18.21,high,Nearest toxic release source: Site nr 3229 at 18.2 km; Within 5 km: 0; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,7.21,"Schron bojowy Fortu ""Bielany""",112,medium,"Nearest military: Schron bojowy Fortu ""Bielany"" (bunker), 7.2 km [A6]. Total features within 25 km: 112. Source: OSM Overpass [FIX-04 military]",0.28,mast,464,medium,"Nearest transmitter: mast, 0.3 km. Total within 25 km: 464. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 00:40:16.329583+00:00,fix04_20260417_182300,api,merge_phase2_20260421
PL,Stalowa Wola power station,66bdc30c-4179-480b-a55a-5d15be5ac66b,9.85,Stalowa Wola-Turbia Airfield,small_airport,4.93,2,high,Nearest: Stalowa Wola-Turbia Airfield (small_airport) at 9.9 km; Nearest large: 49.5 km; Within 30 km: 2; Source: OurAirports; quality: high,,1.19,high,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: high,1.19,high,Nearest toxic release source: Site nr 283 at 1.2 km; Within 5 km: 4; Source: EEA E-PRTR; quality: high,,,high,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: high,,,,3.16,Strzelnica,21,high,"Nearest military: Strzelnica (military), 3.2 km [A5]. Total features within 25 km: 21. Source: OSM Overpass [FIX-04 military]",0.19,mast,72,medium,"Nearest transmitter: mast, 0.2 km. Total within 25 km: 72. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:44:55.802887+00:00,fix04_20260418_071244,api,merge_phase2_20260421
PL,Swiecie Pulp Mill power station,7fc17ab0-ce24-4830-a938-b8424d1e9368,10.9,Watorowo Airfield,small_airport,5.45,6,high,Nearest: Watorowo Airfield (small_airport) at 10.9 km; Nearest medium: 42.3 km; Within 30 km: 6; Source: OurAirports; quality: high,,,medium,No chemical/petrochemical facilities within search radius; Source: EEA E-PRTR; quality: medium,,medium,No toxic release sources within search radius; Source: EEA E-PRTR; quality: medium,,,medium,No flammable storage facilities within search radius; Source: EEA E-PRTR; quality: medium,,,,5.86,3. Włocławski Batalion Drogowo-Mostowy im. gen. Karola Sierakowskiego,11,medium,"Nearest military: 3. Włocławski Batalion Drogowo-Mostowy im. gen. Karola Sierakowskiego (military), 5.9 km [A5]. Total features within 25 km: 11. Source: OSM Overpass [FIX-04 military]",0.33,communication,111,medium,"Nearest transmitter: communication, 0.3 km. Total within 25 km: 111. Source: OSM Overpass [FIX-04 transmitter]",,,,,2026-04-18 07:45:11.426588+00:00,fix04_20260418_071244,api,merge_phase2_20260421
